model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
14,2016,8793,1,108000.0,0,30,65.7,2.0
2,2018,15900,0,5603.0,4,145,48.7,1.0
5,2014,6450,1,54486.0,4,0,65.7,1.0
6,2019,15500,1,3914.0,4,145,60.1,1.0
6,2011,4899,1,77543.0,0,20,67.3,1.6
11,2011,2890,1,67532.0,4,30,57.7,1.2
5,2019,11990,1,12950.0,0,150,58.9,1.5
1,2016,9999,0,14113.0,0,20,64.2,1.5
6,2018,12539,0,14952.0,4,145,51.4,1.0
5,2017,10069,1,17613.0,4,145,62.8,1.0
5,2017,9739,1,23500.0,4,20,62.8,1.0
6,2018,12089,1,28568.0,0,145,74.3,1.5
5,2016,10399,1,13475.0,0,0,78.5,1.5
13,2016,12999,1,12825.0,0,125,60.1,2.0
8,2017,17999,1,35369.0,0,125,56.5,2.0
5,2016,8240,1,25388.0,0,0,78.5,1.5
6,2016,10795,1,16300.0,4,20,60.1,1.0
6,2015,5492,1,114000.0,0,0,74.3,1.5
13,2017,12491,1,96000.0,0,145,54.3,2.0
13,2015,8391,1,109000.0,0,145,54.3,2.0
14,2010,3493,1,140000.0,0,145,53.3,2.0
14,2016,6992,1,134000.0,0,20,67.3,2.0
14,2015,5991,1,130000.0,0,0,78.5,1.5
13,2013,9921,0,49372.0,0,200,45.6,2.0
5,2016,7548,1,17079.0,4,125,54.3,1.2
5,2014,7299,1,31876.0,4,0,65.7,1.0
5,2015,7499,1,58592.0,0,0,78.5,1.5
1,2014,7470,1,39197.0,0,30,61.4,1.6
13,2017,18849,0,15073.0,0,145,54.3,2.0
5,2017,11799,1,26570.0,4,145,47.9,1.6
14,2018,13999,0,34500.0,0,145,45.6,2.0
6,2018,15999,1,7873.0,0,145,80.7,1.5
6,2016,8999,1,65920.0,0,0,74.3,1.5
5,2014,8649,1,45379.0,4,145,47.9,1.6
6,2017,11599,0,22436.0,4,145,51.4,1.0
14,2015,9361,1,69894.0,0,20,68.9,2.0
14,2016,9362,1,65799.0,0,0,78.5,1.5
6,2019,18999,0,4146.0,4,145,47.9,1.5
6,2016,9499,1,62664.0,0,0,74.3,1.5
5,2015,9999,1,29469.0,4,145,47.9,1.6
6,2015,13084,1,40807.0,4,200,41.5,2.0
14,2016,9999,1,54955.0,0,0,78.5,1.5
1,2016,10999,0,11313.0,0,20,64.2,1.5
5,2012,4852,1,61350.0,0,0,68.9,1.6
13,2019,17623,1,8978.0,0,145,45.6,1.5
5,2016,9907,1,19519.0,4,0,65.7,1.0
5,2016,7935,1,45018.0,4,0,65.7,1.0
5,2018,11913,1,18639.0,4,145,62.8,1.0
5,2013,6913,1,41148.0,4,0,65.7,1.0
6,2016,13815,1,48628.0,0,20,67.3,2.0
5,2017,10999,1,16613.0,4,145,62.8,1.0
11,2010,3995,1,33563.0,4,30,55.4,1.2
13,2017,15995,0,46210.0,0,145,54.3,2.0
6,2015,12787,1,39772.0,0,20,67.3,2.0
8,2017,17999,1,35495.0,0,125,56.5,2.0
5,2016,8699,1,7973.0,4,0,65.7,1.0
5,2016,7147,1,32780.0,4,0,65.7,1.0
5,2014,6934,1,42020.0,4,0,65.7,1.0
5,2016,9999,1,14063.0,4,0,65.7,1.0
5,2013,6540,1,27550.0,4,30,54.3,1.2
5,2016,8244,1,19453.0,0,0,78.5,1.5
6,2016,9545,0,33190.0,0,20,67.3,1.5
6,2016,22499,1,21000.0,4,235,36.7,2.3
0,2013,6992,0,32482.0,4,160,44.1,1.6
9,2016,9834,1,32151.0,0,30,64.2,1.5
6,2017,17098,1,22431.0,0,145,67.3,2.0
1,2016,8599,1,22517.0,0,20,68.9,1.5
14,2018,13999,0,39993.0,0,145,45.6,2.0
0,2013,7349,0,9595.0,4,160,44.1,1.6
18,2016,14331,0,33230.0,0,125,52.3,2.0
6,2016,9491,1,30380.0,0,0,74.3,1.5
2,2016,8199,1,33196.0,4,160,44.8,1.5
5,2014,5899,1,46314.0,4,30,54.3,1.2
5,2014,7132,1,29639.0,4,30,54.3,1.2
5,2017,10449,1,17468.0,0,0,78.5,1.5
14,2015,11275,1,32508.0,0,20,68.9,2.0
6,2017,12499,1,52492.0,4,145,50.4,1.5
5,2016,9299,1,18328.0,0,0,88.3,1.5
5,2016,8105,1,32268.0,4,0,65.7,1.0
13,2017,16399,1,39967.0,0,145,54.3,2.0
5,2017,7763,1,29435.0,4,145,54.3,1.2
6,2014,11318,1,40402.0,4,235,39.2,2.0
5,2014,6790,1,60918.0,4,0,65.7,1.0
6,2019,19000,0,5310.0,4,145,46.3,1.5
5,2016,9995,1,22607.0,4,0,65.7,1.0
11,2014,3918,1,40150.0,4,30,57.7,1.2
5,2014,9293,1,33872.0,4,150,47.9,1.6
5,2012,4431,1,41485.0,0,0,76.4,1.6
13,2016,13919,1,45000.0,0,125,60.1,2.0
5,2018,10999,1,31620.0,0,145,58.9,1.5
6,2018,13449,1,15250.0,4,145,57.7,1.0
0,2017,8399,1,19913.0,4,145,47.1,1.4
6,2017,18199,1,13000.0,4,145,41.5,2.0
6,2017,11999,1,26973.0,4,145,57.7,1.0
6,2019,18700,0,3095.0,0,145,64.2,2.0
5,2016,7825,1,22502.0,4,0,65.7,1.0
6,2019,15510,1,1786.0,4,145,58.9,1.0
6,2017,12012,1,20621.0,4,145,57.7,1.0
2,2017,9893,1,39888.0,4,125,52.3,1.0
5,2019,14652,1,20059.0,4,145,40.3,1.5
5,2015,7511,1,46243.0,0,0,78.5,1.5
6,2019,17999,0,3521.0,0,145,64.2,2.0
3,2016,19900,0,22188.0,0,200,47.9,2.0
5,2016,7891,1,15543.0,4,125,54.3,1.2
0,2014,7376,0,41976.0,4,160,44.1,1.6
5,2016,8344,1,19648.0,4,0,65.7,1.0
6,2015,9610,1,50332.0,4,125,51.4,1.5
9,2016,9709,1,45690.0,0,30,64.2,1.5
5,2014,7731,1,26822.0,4,0,65.7,1.0
6,2015,10295,1,23742.0,0,0,74.3,1.5
8,2017,17999,1,32910.0,0,125,56.5,2.0
5,2018,10999,1,30295.0,4,145,65.7,1.0
15,2018,25000,1,21632.0,4,145,35.3,2.3
0,2016,9186,1,19659.0,0,0,74.4,1.5
6,2017,12295,1,23016.0,4,145,51.4,1.5
6,2017,10999,1,13671.0,4,145,60.1,1.0
6,2017,12120,1,16853.0,4,145,57.7,1.0
6,2018,12499,1,17330.0,0,145,74.3,1.5
6,2015,7899,1,60482.0,0,0,74.3,1.5
6,2017,11999,1,20310.0,0,145,74.3,1.5
6,2016,15749,1,19664.0,4,200,41.5,2.0
6,2019,17699,0,3252.0,0,145,64.2,2.0
5,2019,16399,1,6937.0,4,145,40.3,1.5
5,2017,9360,1,25438.0,4,0,65.7,1.0
6,2017,11500,1,2481.0,4,145,60.1,1.0
9,2018,13999,0,9377.0,0,145,51.4,1.5
6,2018,12204,1,22688.0,4,145,57.7,1.0
6,2017,11389,1,36608.0,0,145,74.3,1.5
9,2016,10799,1,13967.0,0,30,64.2,1.5
6,2016,9499,1,31309.0,4,20,60.1,1.0
6,2019,19500,0,1520.0,0,145,64.2,2.0
6,2017,9995,1,34040.0,0,0,74.3,1.5
14,2018,14399,0,29462.0,0,145,45.6,2.0
5,2013,5448,1,66471.0,4,30,54.3,1.2
13,2019,16399,1,12689.0,4,145,39.2,1.5
5,2017,9499,1,17378.0,4,145,65.7,1.0
13,2017,16999,1,16644.0,0,145,60.1,2.0
5,2014,8299,1,60002.0,4,145,47.9,1.6
6,2016,8899,1,49470.0,0,0,74.3,1.5
1,2018,12899,1,6207.0,4,145,49.6,1.0
8,2016,14999,1,33883.0,0,125,56.5,2.0
1,2016,9770,0,27589.0,0,20,64.2,1.5
9,2017,10249,0,24449.0,0,30,58.9,1.5
5,2016,11127,1,22292.0,4,145,47.9,1.6
3,2017,16999,1,65853.0,0,160,48.7,2.0
9,2016,10799,1,12249.0,0,30,64.2,1.5
9,2016,10699,1,39296.0,0,30,64.2,1.5
6,2018,13799,1,14082.0,4,145,57.7,1.0
6,2016,10185,0,53717.0,0,30,64.2,2.0
6,2017,16051,1,11035.0,4,145,41.5,2.0
6,2016,10210,1,21018.0,0,0,74.3,1.5
11,2019,10998,1,7096.0,4,145,43.5,1.2
13,2015,10599,1,39329.0,4,165,45.6,1.5
6,2012,5299,1,69000.0,4,145,47.9,1.6
14,2012,3499,1,124000.0,0,30,65.7,1.6
6,2012,5499,1,59000.0,4,145,47.9,1.6
19,2005,1999,1,63000.0,4,270,35.3,1.6
11,2012,3499,1,74000.0,0,20,68.9,1.2
6,2012,3899,1,126000.0,0,125,56.5,2.0
13,2015,10495,1,42277.0,0,125,60.1,2.0
5,2015,7699,1,34263.0,0,0,88.3,1.5
14,2015,11999,0,55686.0,2,0,67.3,2.0
5,2017,11128,1,25595.0,4,145,47.9,1.6
5,2018,10799,1,30555.0,0,145,58.9,1.5
13,2017,14799,1,17339.0,0,145,64.2,1.5
14,2015,10999,1,25627.0,0,0,78.5,1.5
5,2016,8825,1,21297.0,4,20,62.8,1.0
5,2016,7175,1,40003.0,4,20,62.8,1.0
5,2016,6800,1,22421.0,0,0,78.5,1.5
6,2019,18498,1,5532.0,4,145,48.7,1.0
6,2015,6499,1,71500.0,4,20,61.4,1.0
6,2019,17999,0,95.0,4,145,48.7,1.0
0,2017,8499,1,31120.0,4,145,57.7,1.0
11,2017,7999,1,18800.0,4,145,57.7,1.2
11,2018,9599,1,7916.0,4,150,43.5,1.2
2,2018,13999,1,16908.0,4,150,54.3,1.0
5,2017,10499,1,25000.0,4,150,65.7,1.0
16,2020,22998,1,1000.0,4,150,49.6,1.0
13,2017,12999,1,44000.0,0,150,60.1,2.0
11,2019,10998,1,2296.0,4,145,43.5,1.2
6,2019,15999,1,15000.0,4,145,60.1,1.0
6,2019,16799,1,4660.0,4,145,60.1,1.0
5,2015,6999,1,34772.0,4,125,54.3,1.2
5,2017,10999,1,8146.0,4,145,65.7,1.0
6,2019,15999,1,8340.0,4,145,60.1,1.0
6,2019,14999,1,6177.0,4,145,58.9,1.0
6,2019,16998,1,4152.0,4,145,60.1,1.0
6,2019,14499,1,10050.0,4,145,60.1,1.0
6,2019,14998,1,10464.0,4,145,58.9,1.0
5,2017,11999,0,20007.0,4,0,57.7,1.0
6,2020,28998,1,2985.0,4,145,34.5,2.3
13,2019,19998,0,12030.0,0,145,42.2,2.0
0,2016,8499,1,15001.0,4,30,55.4,1.0
5,2017,9999,1,18916.0,4,145,65.7,1.0
5,2017,10499,1,31803.0,4,145,65.7,1.0
5,2016,7999,1,30900.0,4,0,65.7,1.0
13,2014,10999,1,42368.0,0,200,47.9,2.0
5,2019,13399,1,9829.0,0,150,58.9,1.5
5,2016,9699,1,17330.0,4,0,65.7,1.0
6,2019,17499,0,5700.0,0,145,50.4,1.5
6,2019,18200,1,804.0,4,145,48.7,1.0
14,2017,16499,0,15100.0,4,160,44.8,1.5
14,2018,15999,1,4443.0,4,145,48.7,1.5
5,2016,10414,1,23998.0,4,20,62.8,1.0
6,2017,12999,0,17303.0,4,125,51.4,1.0
13,2017,16749,0,28493.0,4,235,38.2,1.5
6,2018,18681,1,17515.0,4,145,41.5,2.0
6,2017,13249,0,8727.0,4,125,51.4,1.0
13,2010,15999,1,25490.0,4,150,60.1,1.5
2,2018,12999,1,15608.0,4,150,54.3,1.0
5,2017,8999,1,29127.0,4,150,65.7,1.0
5,2018,9999,1,12000.0,4,150,64.2,1.1
5,2013,6999,0,62000.0,4,0,57.7,1.0
5,2014,5999,1,61686.0,4,0,65.7,1.0
5,2017,8499,1,12412.0,4,145,65.7,1.0
2,2017,9999,1,13759.0,4,145,52.3,1.0
0,2017,8999,1,25000.0,4,30,55.4,1.0
5,2017,10999,1,34844.0,4,145,47.9,1.6
6,2015,9933,0,16186.0,4,165,44.8,1.6
6,2011,3999,1,127544.0,4,150,47.9,1.6
5,2017,8444,1,42787.0,4,150,65.7,1.0
6,2017,11211,1,22766.0,4,20,60.1,1.0
6,2017,10483,1,25000.0,0,150,74.3,1.5
13,2009,4352,1,128046.0,0,240,44.1,2.0
6,2017,10999,0,45709.0,4,150,46.3,1.5
14,2017,12222,1,38600.0,0,30,64.2,2.0
11,2011,3888,1,50425.0,4,30,57.7,1.2
13,2019,19710,1,5691.0,0,145,47.9,2.0
6,2019,17999,1,12014.0,4,150,60.1,1.0
0,2015,7299,0,37216.0,4,165,44.1,1.6
14,2019,17999,1,17984.0,0,150,62.8,2.0
5,2011,5999,1,18233.0,4,200,42.8,1.2
5,2017,7999,1,28907.0,4,125,54.3,1.2
6,2015,13583,1,21718.0,0,20,67.3,2.0
13,2016,12918,1,45962.0,4,160,45.6,1.5
6,2018,11499,1,21023.0,4,145,60.1,1.0
18,2017,17986,0,52835.0,0,150,51.4,2.0
13,2017,17998,1,28177.0,0,150,54.3,2.0
11,2013,3999,1,32966.0,4,30,57.7,1.2
13,2019,20499,1,2554.0,0,150,47.9,2.0
2,2019,15999,0,999.0,4,145,45.6,1.0
13,2016,10299,1,57815.0,0,125,60.1,2.0
14,2017,14999,0,26476.0,0,125,57.7,2.0
5,2012,4699,1,39620.0,4,125,50.4,1.2
2,2019,16999,1,10678.0,4,150,52.3,1.0
1,2016,9399,1,18485.0,0,20,68.9,1.5
18,2020,32999,0,49.0,0,145,43.5,2.0
5,2019,14299,1,2698.0,4,150,58.9,1.0
2,2019,16499,0,3205.0,4,145,45.6,1.0
5,2015,9299,0,20966.0,4,0,57.7,1.0
2,2020,17499,1,15.0,4,150,53.3,1.0
5,2019,14299,1,4216.0,4,150,58.9,1.0
5,2019,14499,1,9033.0,4,150,55.4,1.0
6,2019,20499,1,3572.0,0,145,70.6,2.0
13,2019,25499,0,1274.0,0,145,38.7,2.0
13,2019,19499,1,5556.0,0,145,47.9,2.0
13,2017,12999,1,12843.0,0,30,64.2,1.5
6,2014,5299,1,78767.0,4,150,47.9,1.6
6,2017,9499,1,30825.0,4,150,61.4,1.0
6,2019,16498,1,5826.0,4,145,60.1,1.0
16,2020,20999,1,3952.0,4,150,50.4,1.0
16,2020,22999,1,1977.0,4,150,49.6,1.0
6,2019,17499,1,8140.0,4,150,60.1,1.0
6,2017,10999,1,42632.0,0,150,74.3,1.5
13,2015,10999,1,56308.0,0,150,54.3,2.0
9,2018,11999,1,21384.0,4,145,54.3,1.0
6,2016,7999,1,51976.0,4,20,61.4,1.0
6,2019,15999,1,8706.0,0,150,80.7,1.5
13,2017,13499,1,24234.0,0,150,64.2,1.5
11,2014,3999,1,61008.0,4,30,57.7,1.2
6,2010,3699,1,60466.0,0,160,51.4,2.0
11,2011,3299,1,61437.0,4,30,57.7,1.2
2,2015,7599,1,31141.0,4,125,52.3,1.0
6,2015,6395,1,89770.0,0,20,67.3,1.6
2,2017,9495,1,29000.0,0,150,44.8,1.5
6,2017,11299,1,23624.0,0,0,74.3,1.5
5,2019,14999,1,9772.0,4,145,58.9,1.0
2,2016,10499,0,26759.0,4,160,44.8,1.5
5,2019,14499,1,9023.0,4,145,60.1,1.0
6,2018,11999,1,26898.0,4,145,57.7,1.0
2,2017,9999,1,17453.0,4,125,53.3,1.0
6,2017,8999,1,33460.0,4,20,60.1,1.0
5,2017,9999,0,19249.0,4,145,47.9,1.6
5,2019,15499,1,3765.0,4,145,55.4,1.0
13,2018,14999,1,14498.0,0,145,54.3,1.5
10,2017,11499,1,27354.0,0,125,61.4,1.5
5,2018,14299,1,9804.0,4,145,65.7,1.0
13,2019,21499,0,10265.0,0,145,42.2,2.0
9,2016,11699,0,24904.0,0,125,56.5,2.0
13,2019,24999,0,4985.0,0,145,42.2,2.0
1,2017,11499,1,18386.0,4,30,55.4,1.0
5,2016,9299,1,16218.0,0,0,88.3,1.5
8,2019,25999,0,11112.0,0,145,53.3,2.0
5,2019,14499,1,4266.0,4,145,58.9,1.0
13,2019,19999,1,4185.0,0,145,47.9,2.0
5,2017,10499,1,13625.0,4,0,65.7,1.0
14,2016,10000,0,89206.0,0,125,57.7,2.0
6,2012,4699,1,67226.0,4,30,56.5,1.0
13,2013,9500,1,67311.0,0,205,47.9,2.0
6,2019,15124,1,17354.0,0,145,74.3,1.5
13,2017,13999,1,46502.0,0,145,54.3,2.0
11,2009,3250,1,43000.0,4,30,55.4,1.2
5,2018,12495,1,18894.0,4,145,62.8,1.0
5,2017,8995,1,13759.0,4,145,54.3,1.2
0,2015,6995,1,56005.0,4,30,55.4,1.0
0,2017,9895,1,10228.0,4,30,57.7,1.0
14,2019,21699,0,11804.0,4,145,49.6,2.0
6,2019,23999,1,5834.0,0,145,50.4,2.0
5,2016,10999,1,11264.0,4,20,62.8,1.0
6,2019,17998,1,10222.0,0,145,74.3,1.5
6,2019,18699,0,4267.0,4,145,51.4,1.0
2,2019,16499,0,4340.0,4,145,45.6,1.0
1,2017,9999,1,21973.0,0,145,68.9,1.5
2,2019,14999,1,13994.0,4,145,53.3,1.0
5,2015,10299,1,8161.0,4,0,65.7,1.0
5,2013,6500,1,43181.0,4,0,65.7,1.0
6,2016,8500,1,37695.0,0,0,74.3,1.5
5,2013,5799,1,45787.0,4,30,54.3,1.2
5,2015,8299,1,45500.0,0,0,78.5,1.5
8,2016,14499,1,32792.0,0,125,56.5,2.0
1,2013,5699,1,51338.0,0,30,61.4,1.6
6,2015,10000,1,19498.0,0,0,74.3,1.5
18,2015,8199,1,88570.0,0,145,49.6,2.0
8,2014,8000,0,55632.0,0,160,47.1,2.0
5,2014,8000,1,63958.0,4,145,47.9,1.6
5,2015,6495,1,41896.0,4,125,54.3,1.2
10,2015,10995,1,30760.0,0,115,58.9,1.6
13,2018,17995,0,15393.0,0,145,54.3,2.0
5,2015,7995,0,26220.0,4,0,57.7,1.0
6,2017,8211,1,46282.0,4,20,61.4,1.0
5,2015,8999,1,9467.0,4,0,65.7,1.0
13,2016,13487,0,53930.0,0,150,52.3,2.0
13,2015,12434,0,30970.0,0,150,52.3,2.0
6,2017,10587,1,50526.0,0,0,74.3,1.5
13,2017,14555,0,11590.0,4,150,38.2,1.5
5,2014,5999,1,42012.0,4,0,65.7,1.0
6,2012,4499,1,72279.0,4,145,47.9,1.6
5,2019,14598,1,10555.0,4,145,55.4,1.0
1,2019,14299,1,5759.0,4,145,48.7,1.0
5,2019,15999,0,8910.0,4,145,48.7,1.0
1,2015,7799,1,45343.0,0,30,61.4,1.6
6,2015,13499,1,30555.0,0,20,67.3,2.0
13,2014,9599,1,62350.0,0,200,47.9,2.0
9,2017,13299,1,31976.0,0,30,61.4,2.0
1,2018,9999,1,30375.0,0,145,68.9,1.5
5,2014,8399,1,65929.0,4,145,47.9,1.6
5,2015,8749,1,56109.0,4,145,47.9,1.6
6,2018,14199,1,13883.0,4,145,58.9,1.0
5,2014,6561,1,39381.0,4,0,65.7,1.0
5,2017,9078,0,16813.0,4,0,57.7,1.0
5,2012,4490,1,52762.0,4,150,48.7,1.4
18,2011,5990,0,108343.0,0,205,47.1,2.0
5,2016,6490,1,64384.0,0,0,78.5,1.5
5,2017,12495,0,8629.0,4,145,54.3,1.0
5,2017,10600,1,29358.0,4,0,65.7,1.0
13,2018,15299,1,2299.0,0,145,54.3,1.5
6,2019,15699,1,9004.0,4,145,60.1,1.0
6,2019,15999,1,4857.0,4,145,60.1,1.0
11,2019,9699,1,9000.0,4,145,43.5,1.2
13,2019,20499,0,13211.0,4,145,31.0,1.5
2,2019,17999,1,2000.0,4,145,51.4,1.0
2,2017,9599,1,23319.0,0,30,64.2,1.5
5,2017,8000,1,66210.0,0,145,88.3,1.5
14,2016,9195,1,95150.0,0,30,62.8,2.0
14,2015,9795,0,102940.0,2,0,67.3,2.0
14,2016,9000,1,61190.0,0,0,78.5,1.5
13,2016,12295,0,74000.0,0,145,52.3,2.0
5,2015,6000,1,49450.0,0,0,76.4,1.5
6,2015,7000,1,76890.0,0,0,74.3,1.5
6,2013,4500,1,97930.0,4,145,47.9,1.6
2,2016,9600,1,16505.0,4,125,53.3,1.0
6,2014,14800,1,35712.0,4,235,39.2,2.0
9,2018,12999,0,18961.0,0,145,58.9,1.5
5,2017,10999,0,13660.0,4,145,47.9,1.6
13,2017,16199,1,13182.0,0,145,64.2,1.5
13,2012,8150,0,69382.0,4,555,27.4,2.5
6,2016,8999,1,18086.0,4,20,60.1,1.0
1,2016,11000,1,30409.0,0,20,68.9,1.5
6,2019,16300,1,15825.0,4,150,60.1,1.0
5,2016,7695,1,32290.0,4,0,65.7,1.0
10,2015,10499,1,54429.0,0,125,58.9,1.6
5,2014,6000,1,31124.0,4,30,54.3,1.2
5,2017,10299,1,17852.0,4,145,62.8,1.0
6,2016,6299,1,90378.0,0,0,74.3,1.5
5,2015,5500,1,67375.0,0,0,78.5,1.5
5,2013,5299,1,64231.0,4,0,65.7,1.0
2,2016,8700,1,42026.0,4,125,53.3,1.0
2,2018,15500,1,14766.0,0,150,64.2,1.5
13,2017,15400,1,29004.0,0,150,54.3,2.0
1,2017,10500,1,15627.0,4,165,44.1,1.6
6,2017,11768,1,15375.0,4,145,57.7,1.0
6,2017,11799,1,28333.0,4,145,60.1,1.0
6,2017,16499,1,32253.0,0,145,67.3,2.0
13,2016,14199,1,51244.0,0,125,60.1,2.0
5,2015,7999,1,15107.0,4,0,65.7,1.0
6,2018,13000,1,10834.0,4,145,57.7,1.0
9,2017,12000,1,28346.0,0,145,64.2,1.5
11,2014,5500,1,25766.0,4,30,57.7,1.2
5,2013,7500,1,29845.0,4,0,65.7,1.0
13,2017,16000,1,29725.0,0,125,60.1,2.0
5,2016,8200,1,20387.0,4,0,65.7,1.0
5,2015,7500,1,31994.0,0,0,76.4,1.5
5,2017,11300,1,13550.0,4,145,65.7,1.0
5,2019,12798,1,8000.0,0,150,88.3,1.5
2,2019,16998,0,1088.0,4,145,45.6,1.0
2,2019,18999,0,20.0,4,150,45.6,1.0
13,2018,15299,1,21851.0,0,150,64.2,1.5
5,2017,8999,1,12052.0,4,150,54.3,1.2
5,2015,5999,1,41886.0,4,30,54.3,1.2
16,2020,20999,1,2000.0,4,150,51.4,1.0
5,2019,13998,0,5674.0,4,150,48.7,1.0
13,2017,16999,1,24242.0,0,150,54.3,2.0
5,2014,6299,1,28543.0,4,30,54.3,1.2
5,2018,10200,1,30737.0,4,145,65.7,1.0
5,2019,13200,1,18331.0,4,145,60.1,1.0
5,2013,7200,1,39315.0,0,0,78.5,1.6
5,2016,8800,1,30612.0,4,0,65.7,1.0
13,2019,16600,1,21480.0,0,145,38.2,2.0
8,2019,21000,1,9193.0,0,145,55.4,2.0
6,2013,6999,1,29624.0,0,20,67.3,1.6
0,2016,9499,0,12499.0,4,165,44.1,1.6
13,2017,15299,1,14710.0,0,145,60.1,2.0
5,2018,9700,1,30284.0,4,145,64.2,1.1
20,2016,12500,1,26545.0,0,30,64.2,1.5
11,2013,5300,1,17427.0,4,30,57.7,1.2
5,2017,11300,1,14577.0,4,145,65.7,1.0
14,2017,12000,1,45032.0,0,0,78.5,1.5
13,2017,16500,1,27415.0,0,125,60.1,2.0
5,2019,12000,1,14620.0,4,145,60.1,1.0
5,2018,10100,1,38902.0,4,145,56.5,1.0
5,2018,10800,1,29783.0,4,145,56.5,1.0
2,2017,10500,1,11518.0,4,145,52.3,1.0
6,2015,9400,1,48153.0,0,0,74.3,1.5
6,2015,9500,1,33496.0,0,0,74.3,1.5
1,2016,9999,1,26088.0,0,20,68.9,1.5
11,2017,7699,1,16001.0,4,145,57.7,1.2
5,2016,8299,1,16060.0,0,0,78.5,1.5
6,2013,6499,1,41048.0,4,20,58.9,1.0
2,2017,9299,1,18518.0,4,160,44.8,1.5
2,2019,16998,1,2121.0,4,145,51.4,1.0
5,2018,12799,1,21718.0,4,145,62.8,1.0
5,2012,6499,1,25797.0,4,145,48.7,1.6
6,2019,16998,1,5568.0,4,145,60.1,1.0
6,2019,14998,1,6564.0,4,145,58.9,1.0
5,2019,13998,1,7126.0,4,145,62.8,1.0
13,2019,19698,1,3520.0,4,145,39.2,1.5
5,2019,12498,1,12831.0,4,145,65.7,1.0
6,2014,7299,1,45310.0,4,20,60.1,1.0
5,2016,7499,1,4189.0,4,125,54.3,1.2
6,2018,10999,1,20254.0,4,145,60.1,1.0
5,2018,14999,0,23624.0,4,145,54.3,1.0
5,2017,9699,1,9936.0,4,145,65.7,1.0
14,2017,13499,1,27064.0,4,145,48.7,1.5
16,2020,21999,1,2500.0,4,150,50.4,1.0
6,2017,9299,1,39904.0,4,20,61.4,1.0
2,2019,17299,0,861.0,4,145,45.6,1.0
13,2019,20799,0,9333.0,0,145,47.9,2.0
5,2019,14999,0,1519.0,4,150,48.7,1.0
1,2016,11299,0,10360.0,0,20,64.2,1.5
5,2015,8999,1,9181.0,4,0,65.7,1.0
9,2013,6799,1,58873.0,0,125,60.1,1.6
6,2015,8499,1,46301.0,0,0,74.3,1.5
5,2019,12999,1,9921.0,4,145,58.9,1.0
5,2019,14799,1,442.0,4,150,56.5,1.0
13,2018,20999,0,11386.0,0,150,54.3,2.0
2,2019,13799,1,7463.0,4,145,53.3,1.0
6,2018,12399,1,18227.0,0,145,80.7,1.5
11,2019,10999,1,2889.0,4,145,43.5,1.2
3,2017,18999,1,22017.0,0,160,48.7,2.0
5,2017,7999,1,26213.0,0,0,78.5,1.5
2,2018,11699,1,18678.0,4,145,54.3,1.0
13,2019,21999,0,7550.0,4,145,29.1,1.5
2,2018,13799,0,1715.0,4,145,45.6,1.0
6,2019,15999,1,5153.0,4,145,60.1,1.0
5,2019,11999,1,3409.0,4,145,55.4,1.1
5,2019,15699,1,6195.0,4,145,60.1,1.0
13,2016,11899,0,48792.0,0,145,52.3,2.0
11,2019,10499,1,308.0,4,145,47.9,1.2
2,2019,16399,0,935.0,4,145,45.6,1.0
5,2017,8199,1,30510.0,4,150,54.3,1.2
2,2019,17799,1,1524.0,4,150,51.4,1.0
13,2018,19999,0,14089.0,4,145,38.2,1.5
13,2019,21799,0,6083.0,0,150,37.2,2.0
10,2017,11000,1,35654.0,0,125,61.4,1.5
0,2017,8400,0,19678.0,4,160,44.1,1.6
21,2017,22000,1,32315.0,0,145,44.1,2.0
5,2017,8300,1,23255.0,4,0,65.7,1.0
6,2017,11250,1,6746.0,4,20,60.1,1.0
2,2016,7999,1,12410.0,4,125,52.3,1.0
5,2018,13100,1,11581.0,4,145,55.4,1.0
13,2016,12000,1,21569.0,0,125,60.1,2.0
1,2017,10650,1,20000.0,0,20,68.9,1.5
5,2017,9700,1,12955.0,4,0,65.7,1.0
5,2014,7400,1,15589.0,4,30,54.3,1.2
6,2017,10400,1,25400.0,0,0,74.3,1.5
13,2017,13300,0,22071.0,4,240,38.2,1.5
0,2017,9400,0,17544.0,4,165,44.1,1.6
6,2017,10800,0,22965.0,4,125,51.4,1.0
5,2016,8200,1,31272.0,4,0,65.7,1.0
6,2017,11000,1,27878.0,0,0,74.3,1.5
5,2015,6995,1,34645.0,4,125,54.3,1.2
6,2016,10495,1,8311.0,0,0,74.3,1.5
13,2017,15995,0,7637.0,4,145,38.2,1.5
2,2015,9495,1,6600.0,4,160,44.8,1.5
14,2017,14995,0,14643.0,0,125,58.9,2.0
5,2013,6495,1,48704.0,4,0,65.7,1.0
5,2018,11495,1,15344.0,4,145,65.7,1.0
13,2017,12000,1,24773.0,4,160,45.6,1.5
5,2016,8300,1,38043.0,4,0,65.7,1.0
3,2017,19000,1,31295.0,0,200,47.9,2.0
5,2017,8500,1,22637.0,4,0,65.7,1.0
5,2015,10300,1,36500.0,4,150,47.9,1.6
5,2019,10700,1,10000.0,4,150,55.4,1.1
6,2015,8500,1,41904.0,4,20,60.1,1.0
6,2017,11000,1,14621.0,0,0,74.3,1.5
6,2015,8350,1,46935.0,4,20,60.1,1.0
6,2017,16500,1,19709.0,4,145,41.5,2.0
